Frame_Number,Time,TouchLeft,TouchRight,Box_FencerID1,Box_FencerID2,SkeletonID1,SkeletonID2
74,0.6172833333333333,0,0,"1272,811,1572,1345","1978,881,2330,1349","1432,876;1426,930;1456,1004;1553,1022;1396,1064;1455,1172;1462,1301;1354,921;1327,1002;1402,1071;1338,1060;1371,1175;1323,1303","2087,961;2091,1011;2037,1034;1964,998;2155,1128;2100,1207;2114,1316;2163,993;2216,1018;2218,1015;2214,1119;2251,1226;2328,1312"
75,0.625625,0,0,"1273,816,1573,1345","1971,879,2331,1349","1435,879;1429,932;1467,1004;1559,1025;1396,1065;1453,1170;1461,1303;1358,923;1330,1004;1400,1072;1339,1062;1367,1174;1329,1302","2078,954;2084,1005;2033,1035;1961,1002;2147,1124;2094,1207;2116,1316;2156,987;2210,1018;2206,1023;2208,1115;2246,1225;2326,1313"
76,0.6339666666666667,0,0,"1271,817,1573,1346","1964,879,2332,1351","1435,879;1430,930;1473,1003;1552,1025;1397,1064;1453,1171;1468,1303;1363,924;1334,999;1393,1065;1343,1063;1363,1177;1330,1301","2078,957;2081,1008;2024,1033;1958,1002;2137,1125;2092,1205;2112,1312;2154,995;2211,1036;2224,1058;2201,1119;2250,1224;2322,1312"
77,0.6423083333333334,0,0,"1271,816,1576,1345","1952,879,2328,1352","1437,880;1432,931;1473,1000;1563,1024;1396,1064;1450,1171;1457,1303;1360,923;1331,1003;1392,1075;1340,1060;1367,1173;1331,1302","2069,958;2073,1008;2013,1024;1950,989;2131,1124;2091,1205;2116,1310;2142,995;2201,1031;2219,1048;2193,1117;2243,1222;2319,1311"
78,0.6506500000000001,0,0,"1271,816,1578,1345","1945,879,2328,1352","1438,881;1432,932;1474,1000;1565,1023;1395,1064;1449,1170;1454,1303;1362,923;1333,1002;1396,1069;1340,1060;1370,1172;1335,1302","2057,967;2061,1014;2004,1020;1944,980;2126,1127;2087,1205;2120,1311;2130,1000;2189,1024;2214,1023;2186,1118;2237,1223;2323,1311"
79,0.6589916666666666,0,0,"1270,814,1579,1344","1939,880,2328,1353","1438,882;1436,932;1478,998;1562,1024;1397,1063;1445,1169;1451,1302;1360,924;1326,1002;1370,1078;1340,1058;1364,1171;1338,1300","2049,969;2053,1016;1986,1020;1930,982;2115,1126;2082,1204;2113,1308;2120,1005;2181,1039;2217,1057;2176,1120;2240,1221;2322,1309"
80,0.6673333333333333,0,0,"1271,817,1580,1344","1932,884,2325,1354","1441,879;1434,929;1477,998;1569,1022;1393,1061;1448,1169;1450,1305;1364,920;1334,997;1397,1063;1339,1057;1370,1171;1333,1303","2027,973;2043,1017;1982,1017;1930,980;2114,1122;2080,1206;2119,1309;2097,1002;2154,1021;2188,1023;2166,1112;2228,1218;2323,1308"
81,0.675675,0,0,"1269,817,1580,1345","1927,886,2324,1353","1446,878;1437,928;1480,995;1572,1020;1393,1060;1449,1170;1451,1304;1367,919;1333,994;1394,1059;1338,1055;1373,1171;1335,1303","2047,958;2056,1000;1981,1012;1917,998;2120,1115;2085,1209;2103,1329;2102,993;2157,1020;2182,1032;2166,1107;2211,1221;2333,1324"
82,0.6840166666666667,0,0,"1268,816,1580,1345","1921,889,2322,1353","1445,880;1440,930;1487,993;1575,1016;1394,1061;1446,1170;1451,1303;1368,921;1333,996;1381,1064;1339,1056;1368,1170;1333,1301","2024,968;2030,1013;1961,1000;1913,961;2101,1122;2077,1206;2121,1310;2091,1000;2148,1013;2186,1002;2155,1112;2214,1219;2319,1309"
83,0.6923583333333333,0,0,"1267,813,1582,1345","1914,889,2319,1353","1449,878;1441,928;1488,994;1566,1019;1391,1059;1445,1169;1454,1304;1371,921;1331,992;1366,1062;1337,1056;1360,1173;1333,1302","2027,955;2041,997;1959,1001;1899,986;2114,1115;2084,1215;2110,1333;2077,988;2129,1001;2161,995;2153,1104;2195,1226;2331,1325"
84,0.7007,0,0,"1268,813,1585,1344","1909,892,2317,1353","1448,882;1443,929;1496,991;1579,1014;1391,1062;1439,1172;1446,1307;1369,920;1329,995;1359,1068;1336,1055;1359,1171;1338,1304","1997,969;2005,1013;1939,976;1891,935;2097,1130;2080,1205;2135,1307;2062,999;2128,991;2200,957;2145,1116;2192,1227;2328,1304"
85,0.7090416666666667,0,0,"1270,814,1589,1345","1904,892,2315,1352","1452,882;1442,928;1499,989;1589,1013;1385,1060;1440,1172;1446,1307;1375,919;1338,991;1380,1055;1335,1053;1364,1170;1334,1305","1985,963;2000,1007;1939,978;1889,936;2088,1124;2068,1204;2129,1305;2048,992;2115,989;2169,960;2135,1109;2181,1222;2320,1302"
86,0.7173833333333334,0,0,"1271,817,1589,1345","1895,887,2313,1353","1454,883;1440,931;1502,991;1599,1008;1379,1062;1445,1172;1448,1306;1382,918;1351,982;1420,1018;1337,1056;1373,1174;1324,1305","1993,958;2001,1005;1922,977;1871,940;2075,1119;2061,1201;2115,1302;2057,996;2123,1017;2179,1032;2127,1110;2189,1219;2311,1305"
87,0.7257250000000001,0,0,"1272,820,1589,1345","1887,883,2309,1355","1457,883;1440,928;1502,987;1598,1006;1375,1056;1441,1170;1447,1304;1383,915;1348,978;1411,1020;1333,1049;1370,1169;1324,1303","1986,961;1998,1006;1926,976;1877,934;2075,1123;2057,1204;2110,1302;2047,996;2111,1006;2173,1001;2123,1112;2185,1221;2311,1303"
88,0.7340666666666666,0,0,"1273,825,1589,1345","1884,880,2308,1356","1454,884;1441,929;1504,986;1597,1002;1376,1058;1440,1170;1445,1304;1382,918;1350,980;1409,1018;1336,1051;1369,1169;1323,1304","1977,960;1989,1006;1918,974;1872,927;2066,1123;2046,1206;2096,1302;2037,994;2095,994;2148,970;2111,1111;2172,1222;2304,1301"
89,0.7424083333333333,0,0,"1272,826,1591,1345","1849,878,2266,1356","1458,887;1442,932;1509,985;1604,998;1371,1059;1439,1172;1446,1306;1384,918;1349,976;1406,1006;1332,1052;1367,1171;1323,1305","1984,941;1992,980;1908,970;1841,944;2077,1114;2043,1216;2074,1329;2032,974;2090,978;2115,947;2114,1100;2140,1225;2299,1319"
90,0.75075,0,0,"1271,824,1594,1345","1812,875,2226,1355","1459,888;1442,932;1513,984;1609,994;1369,1061;1439,1174;1449,1305;1388,919;1353,976;1412,1004;1333,1054;1367,1173;1317,1304","1971,965;1981,1007;1897,969;1843,926;2057,1128;2054,1210;2101,1302;2028,998;2086,999;2144,974;2099,1117;2133,1220;2231,1303"
91,0.7590916666666667,0,0,"1270,826,1595,1346","1786,875,2196,1353","1460,892;1445,934;1514,980;1607,990;1368,1058;1435,1173;1444,1306;1389,920;1353,969;1404,988;1332,1049;1368,1171;1318,1305","1968,962;1977,1004;1895,973;1847,934;2042,1124;2049,1216;2097,1302;2022,998;2075,1010;2117,988;2082,1115;2108,1215;2181,1306"
92,0.7674333333333333,0,0,"1267,825,1596,1347","1785,874,2190,1352","1462,895;1447,936;1517,981;1609,991;1367,1059;1435,1175;1444,1305;1390,920;1352,966;1399,981;1331,1049;1369,1171;1319,1304","1972,958;1972,1003;1888,980;1842,950;2028,1123;2043,1212;2093,1298;2026,999;2082,1029;2128,1031;2075,1117;2103,1213;2165,1305"
93,0.775775,0,0,"1266,824,1598,1347","1774,869,2182,1353","1459,894;1445,933;1517,977;1603,983;1362,1055;1431,1172;1451,1301;1394,925;1354,962;1396,986;1333,1049;1360,1177;1314,1302","1957,953;1959,995;1883,955;1834,906;2029,1129;2041,1222;2098,1306;2006,990;2055,985;2094,921;2066,1119;2074,1223;2161,1308"
94,0.7841166666666667,0,0,"1265,829,1598,1348","1769,865,2177,1352","1465,900;1449,938;1520,980;1610,988;1362,1059;1435,1176;1450,1305;1394,921;1355,959;1397,963;1330,1048;1365,1173;1311,1303","1942,943;1946,986;1886,957;1842,916;2018,1127;2024,1225;2078,1312;1990,982;2039,974;2073,899;2053,1116;2052,1228;2145,1309"
95,0.7924583333333334,0,0,"1266,833,1599,1348","1766,860,2177,1352","1469,900;1450,938;1520,980;1612,987;1360,1059;1433,1176;1445,1308;1397,921;1355,958;1396,964;1328,1047;1366,1172;1312,1305","1922,949;1919,987;1856,934;1812,900;2010,1125;2029,1216;2093,1300;1978,981;2032,961;2091,881;2045,1111;2033,1221;2156,1299"
96,0.8008000000000001,0,0,"1265,836,1599,1347","1760,856,2173,1351","1471,902;1452,940;1522,978;1614,981;1359,1059;1434,1176;1447,1306;1401,922;1359,955;1401,952;1330,1048;1368,1173;1311,1304","1908,949;1911,987;1854,943;1814,917;2009,1122;2026,1216;2091,1303;1965,980;2021,959;2090,884;2042,1108;2032,1219;2154,1298"
97,0.8091416666666666,0,0,"1264,836,1601,1347","1764,857,2173,1351","1475,905;1452,943;1522,980;1615,983;1354,1060;1433,1175;1448,1307;1403,923;1357,953;1397,950;1325,1048;1367,1173;1308,1303","1898,950;1903,988;1845,939;1805,914;2007,1121;2028,1212;2103,1300;1960,981;2020,959;2091,886;2042,1106;2029,1216;2157,1295"
98,0.8174833333333333,0,0,"1262,837,1600,1347","1759,852,2170,1351","1477,907;1453,944;1521,979;1614,980;1353,1059;1434,1176;1449,1307;1405,924;1358,951;1397,942;1325,1047;1368,1173;1307,1304","1891,946;1891,986;1832,937;1792,917;1993,1113;2027,1209;2121,1300;1958,979;2017,963;2082,904;2034,1099;2018,1211;2153,1297"
99,0.825825,0,0,"1261,841,1602,1348","1758,853,2168,1351","1478,907;1455,945;1523,980;1614,980;1356,1060;1433,1175;1447,1306;1405,924;1359,951;1397,940;1327,1047;1371,1173;1313,1303","1890,938;1888,978;1829,932;1794,924;1989,1102;2036,1207;2142,1303;1959,971;2018,964;2085,923;2031,1089;2012,1203;2144,1301"
100,0.8341666666666667,0,0,"1258,842,1600,1347","1752,853,2161,1350","1479,909;1454,947;1522,980;1616,978;1354,1062;1433,1176;1444,1306;1406,926;1359,955;1399,946;1325,1050;1370,1174;1310,1303","1882,936;1877,976;1818,928;1781,923;1982,1099;2034,1204;2152,1303;1954,966;2017,960;2086,924;2028,1084;2004,1200;2139,1302"
101,0.8425083333333333,0,0,"1255,845,1598,1347","1743,847,2155,1348","1479,911;1452,950;1522,984;1616,980;1351,1064;1433,1175;1448,1307;1406,929;1358,957;1397,949;1323,1052;1367,1174;1305,1304","1871,933;1863,973;1809,931;1770,927;1968,1098;2015,1196;2128,1298;1945,964;2011,959;2086,918;2018,1083;1988,1198;2119,1297"
102,0.85085,0,0,"1252,847,1596,1347","1741,846,2152,1345","1478,913;1453,950;1518,984;1606,983;1351,1061;1432,1176;1453,1303;1411,931;1357,950;1388,944;1326,1050;1361,1178;1306,1299","1865,921;1854,964;1796,924;1753,928;1961,1092;2022,1195;2145,1299;1946,953;2013,955;2095,922;2017,1077;1984,1196;2111,1300"
103,0.8591916666666667,0,0,"1250,851,1593,1347","1738,846,2149,1345","1480,916;1451,952;1513,986;1603,985;1348,1062;1431,1177;1452,1303;1411,933;1356,951;1387,944;1324,1051;1361,1178;1306,1299","1855,920;1845,962;1790,922;1749,932;1952,1088;2019,1195;2147,1298;1939,951;2006,956;2089,930;2008,1072;1972,1191;2095,1299"
104,0.8675333333333334,0,0,"1247,852,1591,1347","1732,845,2145,1344","1481,921;1452,956;1512,988;1601,988;1349,1064;1432,1179;1450,1304;1410,936;1354,952;1386,941;1323,1052;1362,1179;1309,1301","1863,920;1851,960;1782,916;1750,926;1949,1082;2030,1192;2143,1298;1938,951;1996,957;2095,941;1995,1069;1977,1179;2072,1300"
105,0.8758750000000001,0,0,"1247,854,1592,1348","1726,845,2138,1342","1483,923;1450,958;1510,989;1603,987;1345,1065;1431,1180;1450,1306;1412,938;1355,955;1389,948;1321,1054;1361,1180;1306,1302","1861,915;1842,952;1771,923;1735,927;1951,1080;2011,1188;2115,1295;1923,948;1988,957;2083,937;1995,1069;1983,1182;2083,1297"
106,0.8842166666666667,0,0,"1248,858,1592,1348","1713,845,2128,1340","1485,920;1447,963;1505,992;1601,994;1348,1074;1441,1176;1454,1309;1400,942;1344,972;1382,975;1311,1066;1364,1183;1315,1310","1837,918;1815,963;1750,921;1720,927;1919,1080;1983,1174;2097,1283;1920,950;1986,957;2100,946;1977,1068;1979,1179;2095,1284"
107,0.8925583333333333,0,0,"1250,866,1590,1348","1707,843,2126,1337","1488,933;1455,967;1510,995;1601,991;1348,1072;1432,1184;1446,1307;1415,946;1356,957;1386,941;1322,1060;1366,1184;1311,1303","1831,924;1815,966;1755,917;1726,924;1916,1081;1996,1180;2130,1281;1911,952;1977,963;2088,951;1970,1068;1962,1177;2080,1286"
108,0.9009,0,0,"1249,872,1586,1349","1699,841,2122,1336","1491,936;1455,970;1506,998;1599,996;1346,1073;1435,1186;1448,1306;1417,948;1357,958;1392,940;1320,1061;1370,1185;1315,1304","1817,921;1792,969;1738,924;1707,924;1895,1079;1957,1158;2088,1260;1904,952;1975,962;2093,945;1958,1068;1958,1179;2092,1266"
109,0.9092416666666667,0,0,"1247,879,1581,1350","1690,840,2122,1339","1491,938;1453,973;1498,1002;1590,998;1346,1076;1435,1186;1446,1306;1415,950;1356,962;1394,943;1319,1065;1369,1186;1315,1304","1810,922;1788,973;1728,923;1696,917;1889,1079;1948,1149;2075,1250;1901,952;1975,962;2097,946;1955,1067;1964,1170;2092,1256"
110,0.9175833333333333,0,0,"1244,881,1578,1351","1681,841,2121,1341","1493,947;1455,981;1498,1007;1589,1001;1344,1079;1434,1188;1445,1306;1417,955;1355,960;1386,933;1317,1066;1373,1187;1316,1304","1812,919;1792,962;1727,917;1689,906;1903,1086;1943,1164;2045,1259;1883,956;1964,971;2077,954;1956,1077;1964,1177;2084,1267"
111,0.925925,0,0,"1243,889,1570,1351","1676,842,2121,1340","1495,950;1455,984;1494,1010;1583,1003;1343,1081;1435,1187;1448,1305;1418,955;1356,959;1382,928;1316,1067;1372,1186;1316,1302","1824,903;1797,947;1735,923;1694,913;1898,1085;1937,1176;2031,1271;1884,951;1958,974;2047,957;1950,1080;1946,1185;2045,1282"
112,0.9342666666666667,0,0,"1243,894,1567,1350","1674,844,2121,1336","1491,954;1451,989;1490,1013;1579,1002;1340,1084;1435,1189;1449,1306;1416,960;1355,960;1385,924;1315,1071;1371,1190;1313,1304","1811,903;1783,946;1730,930;1696,923;1885,1078;1937,1172;2056,1280;1872,947;1945,969;2034,956;1939,1072;1932,1182;2032,1288"
113,0.9426083333333334,0,0,"1244,898,1565,1350","1669,844,2121,1336","1492,954;1450,990;1489,1015;1579,1003;1341,1087;1437,1190;1451,1305;1417,961;1355,962;1385,927;1314,1074;1370,1192;1310,1303","1790,908;1766,947;1735,905;1700,916;1860,1073;1963,1176;2124,1272;1862,945;1928,969;2032,961;1910,1069;1872,1181;1946,1294"
114,0.95095,0,0,"1246,898,1566,1349","1663,846,2120,1338","1488,960;1451,995;1490,1018;1577,1007;1344,1090;1436,1192;1450,1305;1413,966;1352,967;1377,930;1316,1077;1369,1193;1315,1303","1783,906;1759,943;1729,906;1689,922;1850,1068;1953,1178;2111,1281;1855,944;1921,968;2018,963;1902,1065;1854,1181;1910,1304"
115,0.9592916666666667,0,0,"1248,905,1564,1349","1652,847,2117,1341","1494,963;1452,998;1490,1022;1579,1010;1342,1092;1438,1192;1452,1305;1417,968;1354,968;1379,933;1315,1079;1370,1194;1315,1303","1772,911;1745,946;1706,915;1659,932;1841,1071;1918,1175;2046,1279;1847,948;1918,973;2008,968;1896,1068;1847,1181;1904,1299"
116,0.9676333333333333,0,0,"1246,904,1563,1349","1648,846,2120,1342","1498,966;1451,1002;1486,1028;1576,1014;1338,1094;1438,1193;1453,1306;1419,969;1352,967;1376,930;1311,1079;1372,1195;1315,1304","1764,908;1736,942;1699,913;1650,932;1832,1066;1915,1175;2057,1283;1840,944;1911,969;1992,962;1890,1062;1833,1180;1894,1302"
117,0.975975,0,0,"1246,911,1560,1350","1643,847,2119,1342","1498,970;1450,1006;1483,1031;1573,1014;1337,1097;1437,1193;1449,1305;1420,972;1352,969;1376,928;1310,1083;1371,1197;1314,1303","1755,914;1729,952;1675,931;1629,949;1831,1074;1878,1167;1969,1278;1832,950;1907,970;2001,959;1891,1067;1857,1182;1932,1289"
118,0.9843166666666667,0,0,"1247,915,1559,1351","1640,851,2121,1343","1497,972;1447,1008;1479,1033;1569,1015;1336,1098;1438,1194;1452,1306;1418,974;1350,970;1376,929;1308,1084;1369,1198;1313,1304","1758,898;1723,944;1679,931;1640,964;1793,1071;1879,1165;1992,1282;1842,935;1904,977;1985,974;1860,1065;1797,1172;1813,1296"
119,0.9926583333333333,0,0,"1252,922,1560,1351","1638,850,2123,1343","1503,973;1450,1009;1479,1038;1571,1021;1334,1100;1439,1195;1453,1307;1422,975;1351,971;1375,935;1307,1086;1370,1200;1312,1305","1749,902;1720,939;1687,924;1639,963;1809,1067;1911,1182;2044,1286;1826,942;1891,975;1965,968;1867,1064;1785,1182;1801,1309"
120,1.0010000000000001,0,0,"1252,922,1560,1350","1635,849,2123,1342","1502,976;1450,1014;1477,1041;1568,1022;1335,1102;1438,1194;1451,1309;1421,978;1352,974;1374,933;1308,1088;1371,1200;1315,1305","1751,901;1718,941;1678,928;1630,972;1796,1072;1899,1179;2006,1281;1823,945;1885,984;1949,978;1853,1069;1760,1179;1749,1305"
121,1.0093416666666666,0,0,"1250,926,1557,1350","1629,849,2120,1342","1504,980;1452,1018;1478,1044;1567,1023;1338,1105;1440,1195;1453,1307;1423,981;1353,975;1370,932;1310,1091;1373,1201;1317,1304","1747,896;1715,935;1682,925;1635,974;1792,1064;1913,1182;2040,1286;1817,940;1874,982;1935,982;1846,1063;1747,1179;1734,1312"
122,1.0176833333333333,0,0,"1251,928,1556,1350","1626,846,2123,1341","1507,982;1452,1021;1473,1049;1561,1029;1334,1107;1438,1196;1453,1308;1426,982;1354,975;1369,930;1308,1092;1376,1203;1320,1304","1740,899;1714,939;1681,934;1635,979;1789,1066;1907,1184;2025,1290;1810,943;1865,986;1929,987;1841,1066;1747,1182;1727,1316"
123,1.026025,0,0,"1249,931,1553,1351","1618,847,2118,1341","1508,982;1451,1021;1466,1052;1554,1034;1336,1107;1441,1195;1456,1307;1424,981;1351,975;1364,932;1307,1092;1373,1203;1320,1303","1732,901;1705,942;1668,934;1624,978;1783,1072;1897,1186;2009,1291;1802,946;1859,987;1927,986;1835,1070;1743,1184;1726,1317"
124,1.0343666666666667,0,0,"1249,934,1551,1351","1613,848,2111,1343","1511,984;1449,1024;1455,1060;1542,1045;1335,1110;1441,1196;1454,1309;1424,983;1348,977;1359,936;1304,1094;1373,1205;1320,1304","1722,909;1696,947;1657,940;1611,987;1782,1072;1887,1188;1994,1296;1791,950;1849,985;1917,984;1830,1070;1739,1186;1725,1320"
125,1.0427083333333333,0,0,"1249,935,1551,1352","1600,845,2103,1349","1515,987;1450,1027;1446,1064;1530,1051;1335,1113;1442,1199;1453,1310;1427,985;1346,976;1350,935;1303,1096;1373,1208;1320,1304","1716,912;1688,951;1643,943;1602,989;1774,1078;1875,1192;1967,1303;1783,954;1840,987;1918,981;1821,1076;1739,1190;1725,1324"
126,1.05105,0,0,"1248,936,1550,1352",NaN,"1521,989;1452,1030;1441,1072;1526,1064;1335,1117;1442,1201;1452,1310;1431,986;1345,979;1340,936;1302,1098;1373,1210;1320,1302",NaN
127,1.0593916666666667,0,0,"1244,938,1544,1351","1580,862,2066,1351","1515,991;1447,1034;1431,1077;1513,1072;1333,1118;1440,1199;1450,1310;1425,988;1340,982;1332,941;1299,1100;1369,1210;1322,1302","1704,907;1672,946;1636,937;1590,986;1752,1082;1865,1202;1973,1305;1771,951;1826,989;1889,978;1802,1080;1700,1196;1687,1329"
128,1.0677333333333334,0,0,"1244,943,1539,1351","1564,866,2040,1351","1515,993;1446,1037;1426,1083;1508,1080;1332,1121;1441,1198;1450,1308;1425,992;1337,986;1326,948;1298,1103;1368,1211;1321,1301","1693,908;1662,946;1621,935;1571,989;1751,1089;1851,1207;1943,1311;1763,951;1821,986;1893,967;1800,1085;1697,1203;1697,1332"
129,1.0760750000000001,0,0,"1243,944,1537,1350","1533,868,2011,1354","1515,1001;1445,1046;1413,1092;1495,1093;1334,1126;1442,1199;1450,1310;1426,1000;1335,997;1319,962;1299,1108;1366,1211;1321,1298","1684,904;1650,941;1602,930;1547,983;1747,1099;1833,1218;1911,1320;1748,948;1812,980;1892,948;1792,1092;1693,1216;1708,1339"
130,1.0844166666666666,0,0,"1244,945,1538,1351","1546,869,2019,1355","1521,1002;1440,1047;1400,1096;1487,1099;1330,1125;1445,1200;1450,1311;1428,1003;1332,999;1323,974;1294,1108;1367,1211;1321,1300","1678,910;1643,948;1597,937;1543,992;1735,1096;1830,1216;1912,1320;1749,954;1809,989;1877,964;1786,1091;1680,1211;1687,1340"
131,1.0927583333333333,0,0,"1242,944,1536,1351","1521,872,1995,1357","1522,1007;1434,1050;1392,1104;1475,1094;1323,1123;1445,1193;1452,1310;1428,1007;1325,995;1329,976;1285,1111;1366,1217;1317,1305","1673,902;1635,948;1580,939;1534,990;1713,1106;1788,1214;1834,1323;1745,945;1802,985;1865,955;1765,1096;1662,1207;1666,1332"
132,1.1011,0,0,"1238,941,1534,1351","1509,874,1975,1356","1530,1004;1436,1048;1391,1103;1474,1093;1314,1122;1443,1194;1452,1313;1433,1000;1325,984;1321,959;1278,1109;1363,1217;1317,1306","1665,909;1629,954;1579,944;1534,985;1711,1113;1777,1216;1829,1324;1735,950;1791,985;1861,950;1760,1102;1664,1214;1681,1330"
133,1.1094416666666667,0,0,"1237,941,1533,1351","1493,876,1959,1358","1512,1022;1428,1064;1384,1114;1457,1111;1309,1129;1440,1190;1444,1297;1425,1015;1322,1003;1298,984;1276,1113;1359,1210;1314,1296","1658,932;1624,969;1565,973;1497,1004;1731,1106;1783,1214;1854,1324;1731,974;1800,982;1865,941;1789,1100;1709,1225;1726,1336"
134,1.1177833333333334,0,0,"1242,943,1537,1350","1490,876,1951,1358","1503,1019;1419,1062;1370,1114;1448,1118;1314,1128;1440,1192;1442,1301;1412,1019;1310,1016;1302,1009;1275,1116;1353,1210;1315,1299","1642,931;1610,978;1566,965;1522,1016;1680,1126;1761,1225;1803,1320;1728,978;1783,1019;1837,977;1744,1119;1634,1217;1638,1333"
135,1.126125,0,0,"1240,945,1533,1350","1479,876,1939,1358","1497,1020;1410,1064;1359,1116;1439,1118;1306,1128;1438,1193;1439,1300;1407,1021;1306,1019;1313,1019;1269,1117;1355,1211;1316,1301","1637,931;1602,976;1554,969;1510,1021;1671,1126;1739,1224;1767,1324;1720,978;1775,1016;1826,973;1736,1118;1630,1219;1642,1333"
136,1.1344666666666667,0,0,"1235,944,1527,1350","1468,878,1924,1359","1490,1018;1407,1062;1354,1116;1433,1131;1312,1129;1433,1195;1419,1297;1399,1023;1298,1030;1307,1043;1268,1118;1352,1211;1316,1298","1628,927;1588,974;1535,972;1489,1022;1665,1124;1726,1220;1757,1326;1711,973;1769,1011;1822,969;1731,1115;1629,1222;1654,1333"
137,1.1428083333333334,0,0,"1235,948,1522,1349","1455,880,1906,1361","1459,1023;1394,1059;1366,1101;1432,1129;1309,1128;1404,1192;1386,1286;1383,1031;1302,1048;1300,1063;1273,1118;1339,1203;1334,1284","1624,927;1584,969;1540,974;1497,1025;1661,1120;1719,1220;1751,1325;1700,969;1756,1009;1813,972;1721,1111;1619,1219;1644,1331"
138,1.1511500000000001,0,0,"1236,947,1522,1349","1455,882,1902,1361","1457,1024;1389,1058;1361,1105;1429,1142;1306,1127;1399,1191;1377,1288;1381,1032;1301,1053;1306,1079;1272,1116;1338,1199;1335,1285","1617,933;1577,976;1535,980;1493,1025;1651,1125;1704,1221;1735,1327;1696,977;1751,1014;1803,972;1715,1116;1615,1224;1649,1330"
139,1.1594916666666666,0,0,"1239,950,1524,1350","1448,882,1892,1361","1452,1023;1391,1057;1360,1104;1429,1142;1303,1127;1380,1198;1337,1287;1373,1030;1289,1050;1292,1069;1263,1117;1339,1204;1328,1286","1607,931;1565,975;1525,981;1485,1027;1646,1125;1699,1221;1734,1325;1687,975;1742,1011;1807,968;1708,1117;1611,1227;1648,1330"
140,1.1678333333333333,0,0,"1239,943,1530,1351","1435,882,1873,1362","1440,1019;1408,1053;1385,1101;1438,1143;1329,1127;1375,1201;1307,1289;1356,1027;1276,1055;1270,1069;1271,1118;1333,1211;1329,1294","1589,938;1553,980;1520,984;1481,1027;1644,1123;1691,1219;1738,1320;1668,978;1726,1005;1807,965;1703,1114;1619,1228;1669,1324"
141,1.176175,0,0,"1243,942,1535,1351","1436,884,1865,1362","1447,1017;1394,1054;1361,1103;1426,1139;1307,1125;1365,1196;1301,1284;1364,1025;1279,1046;1278,1059;1259,1115;1335,1201;1323,1284","1583,943;1553,982;1497,982;1432,1005;1664,1118;1700,1217;1754,1318;1658,982;1727,989;1809,945;1720,1111;1659,1234;1701,1327"
142,1.1845166666666667,0,0,"1242,942,1535,1351","1434,887,1856,1362","1444,1017;1396,1052;1368,1097;1427,1129;1313,1123;1363,1199;1297,1283;1363,1027;1281,1047;1277,1059;1265,1114;1337,1201;1320,1284","1567,942;1535,987;1504,985;1463,1021;1628,1127;1675,1217;1732,1320;1653,984;1715,1011;1798,971;1692,1119;1614,1229;1675,1324"
143,1.1928583333333334,0,0,"1243,942,1535,1351","1428,887,1845,1362","1446,1019;1396,1052;1365,1095;1424,1124;1313,1123;1359,1200;1288,1282;1365,1027;1283,1046;1278,1055;1265,1114;1340,1201;1319,1284","1567,946;1539,986;1493,987;1435,1007;1644,1121;1679,1217;1734,1317;1643,986;1710,997;1796,958;1701,1114;1647,1233;1687,1324"
144,1.2012,0,0,"1242,944,1532,1351","1412,883,1827,1361","1431,1014;1393,1046;1373,1082;1423,1106;1321,1118;1363,1199;1301,1276;1357,1025;1285,1045;1284,1053;1273,1111;1345,1199;1330,1283","1547,949;1521,998;1488,993;1449,1023;1622,1134;1656,1212;1710,1313;1631,988;1698,1010;1801,974;1682,1123;1625,1233;1697,1314"
145,1.2095416666666667,0,0,"1236,944,1522,1350","1399,878,1814,1362","1453,1015;1415,1042;1437,1044;1505,1048;1321,1113;1386,1201;1374,1283;1363,1024;1283,1020;1266,1014;1269,1102;1347,1200;1323,1297","1539,951;1514,1000;1472,993;1427,1017;1619,1136;1647,1213;1701,1312;1625,988;1694,1010;1795,977;1678,1124;1627,1235;1702,1314"
146,1.2178833333333334,0,0,"1231,939,1519,1350","1396,874,1809,1363","1449,1012;1411,1040;1431,1044;1498,1047;1316,1111;1379,1204;1363,1281;1361,1021;1282,1020;1270,1015;1266,1101;1353,1199;1328,1296","1525,954;1507,1003;1466,1003;1412,1027;1614,1136;1623,1210;1660,1307;1611,990;1686,1010;1777,976;1673,1125;1621,1233;1685,1308"
147,1.2262250000000001,0,0,"1233,936,1520,1349","1385,868,1795,1362","1448,1015;1418,1042;1446,1039;1517,1038;1328,1111;1390,1203;1376,1278;1357,1023;1282,1023;1272,1021;1271,1100;1362,1199;1332,1297","1516,957;1500,1005;1457,1009;1399,1031;1605,1136;1601,1209;1629,1308;1604,991;1679,1012;1767,984;1666,1125;1623,1235;1688,1309"
148,1.2345666666666666,0,0,"1232,935,1518,1349",NaN,"1444,987;1403,1024;1428,1040;1518,1014;1330,1109;1427,1201;1449,1306;1382,1005;1344,1017;1437,994;1309,1106;1388,1200;1327,1317",NaN
149,1.2429083333333333,0,0,"1231,935,1514,1348","1365,869,1769,1360","1451,1000;1413,1027;1447,1027;1517,1002;1363,1119;1431,1208;1460,1303;1396,1021;1360,1027;1393,998;1341,1115;1374,1199;1363,1305","1497,961;1489,1011;1473,1032;1419,1050;1586,1138;1557,1204;1577,1305;1592,992;1670,1013;1760,989;1651,1126;1632,1237;1684,1305"
